Key/String ID,English,Context,Comments,العربيةُ,български език,简体中文,čeština,Dansk,Nederlands,Suomi,Français,Deutsch,Ελληνικά,Magyar,Italiano,日本語,한국어,Norsk,Polski,Português,Português do Brasil,Română,Русский,Español-España,Español-Latinoamérica,Svenska,ไทย,Türkçe,Українська,Tiếng Việt,中文 (繁體)
bubble-blueprint-not-in-stockpile,Not in Stockpile,,,,,不在储物区,Není na skladě,,,,Pas dans la réserve,,,,,,보관소에 없음,,,,,,Нет в хранилище,No hay en los depósitos,,,,,,,
bubble-deposit-depleted,Deposit depleted,,,,,矿藏已耗尽,Vklad vyčerpán,,,,Gisement épuisé,,,,,,광맥 고갈,,,,,,Залежи истощены,Depósito agotado,,,,,,,
bubble-workstation-missing-ingredients,Missing Ingredients,,,,,,Chybějící ingredience,,,,,,,,,,,,,,,,,,,,,,,,
bubble-trader-arriving,Arriving In {0},,,,,到达倒计时：{0},Příjezd do {0},,,,Arrivée dans {0},,,,,,도착 예정 시간: {0},,,,,,Прибытие через: {0},Llegada: {0},,,,,,,
bubble-trader-departing,Departing In {0},,,,,出发倒计时：{0},Odjezd v {0},,,,Départ dans {0},,,,,,출발 예정 시간: {0},,,,,,Отбытие через: {0},Salida: {0},,,,,,,
miners-display-category,Miners,,,,,采矿机,Horníci,,,,Extracteurs de minerai,Bohrer,,,,,채굴기,,,,,,Установки для добычи,Extractoras,,,,,,,
miners-display-category-description,,,,,,,,,,,,Bohren nach Erzen,,,,,,,,,,,,,,,,,,,
furnaces-display-category,Furnaces,,,,,冶炼炉,Pecy,,,,Fourneaux,Öfen,,,,,제련기,,,,,,Плавильни,Fraguas,,,,,,,
furnaces-display-category-description,,,,,,,,,,,,Schmelzen Erze,,,,,,,,,,,,,,,,,,,
conveyor-belts-display-category,Conveyor Belts,,,,,传送带,Pásové dopravníky,,,,Bandes transporteuses,Laufbänder,,,,,컨베이어 벨트,,,,,,Конвейеры,Cintas transportadoras,,,,,,,
conveyor-belts-display-category-description,,,,,,,,,,,,Transportieren Ressourcen,,,,,,,,,,,,,,,,,,,
splitters-display-category,Splitters,,,,,分流器,Rozdělovače,,,,Séparateurs,Splitter,,,,,분할기,,,,,,Сортировщики,Separadoras,,,,,,,
splitters-display-category-description,,,,,,,,,,,,Splitten Resourcen auf Laufbändern,,,,,,,,,,,,,,,,,,,
mergers-display-category,Mergers,,,,,合流器,Fúze,,,,Fusionneurs,Merger,,,,,융합기,,,,,,Объединители,Mezcladoras,,,,,,,
mergers-display-category-description,,,,,,,,,,,,Führen Ressourcen auf Laufbändern zusammen,,,,,,,,,,,,,,,,,,,
feeders-display-category,Feeders,,,,,送料器,Krmítka,,,,Systèmes d'approvisionnement,Kräne,,,,,투입기,,,,,,Подающие модули,Alimentadores,,,,,,,
feeders-display-category-description,,,,,,,,,,,,Heben Ressourcen von Laufbändern,,,,,,,,,,,,,,,,,,,
lights-display-category,Lights,,,,,照明,Světla,,,,Lumières,Licht,,,,,조명,,,,,,Освещение,Luces,,,,,,,
lights-display-category-description,,,,,,,,,,,,Bringen Licht ins Dunkel,,,,,,,,,,,,,,,,,,,
energy-display-category,Energy,,,,,能源,Energie,,,,Énergie,Energie,,,,,에너지,,,,,,Энергия,Energía,,,,,,,
energy-display-category-description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pipes-display-category,Pipes,,,,,管道,Trubky,,,,Tuyaux,Rohre,,,,,파이프,,,,,,Трубы,Tuberías,,,,,,,
pipes-display-category-description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stairs-display-category,Stairs,,,,,阶梯,Schody,,,,Escaliers,Treppen,,,,,계단,,,,,,Лестницы,Escaleras,,,,,,,
stairs-display-category-description,,,,,,,,,,,,Verbinden Stockwerke,,,,,,,,,,,,,,,,,,,
ladders-display-category,Ladders,,,,,梯子,Žebříky,,,,Échelles,Leitern,,,,,사다리,,,,,,Стремянки,Escalas,,,,,,,
ladders-display-category-description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
walls-display-category,Walls,,,,,墙壁,Zdi,,,,Murs,Wände,,,,,벽,,,,,,Стены,Paredes,,,,,,,
walls-display-category-description,,,,,,,,,,,,Bieten Struktur,,,,,,,,,,,,,,,,,,,
floors-display-category,Floors,,,,,地板,Podlahy,,,,Sols,Böden,,,,,바닥,,,,,,Полы,Suelos,,,,,,,
floors-display-category-description,,,,,,,,,,,,Kann man drüber laufen,,,,,,,,,,,,,,,,,,,
furniture-display-category,Furniture,,,,,家具,Nábytek,,,,Meubles,Möbel,,,,,가구,,,,,,Предметы быта,Mobiliario,,,,,,,
furniture-display-category-description,,,,,,,,,,,,Machen sich gut in vier Wänden,,,,,,,,,,,,,,,,,,,
products-display-category,Products,,,,,产品,Produkty,,,,Produits,Produkte,,,,,제품,,,,,,Продукция,Productos,,,,,,,
products-display-category-description,,,,,,,,,,,,Diverse Produkte,,,,,,,,,,,,,,,,,,,
raw-materials-display-category,Raw Materials,,,,,原材料,Suroviny,,,,Matières premières,Rohstoffe,,,,,원자재,,,,,,Сырьё,Materiales sin procesar,,,,,,,
raw-materials-display-category-description,,,,,,,,,,,,Können weiterverarbeitet werden,,,,,,,,,,,,,,,,,,,
workbenches-display-category,Workbenches,,,,,工作台,Pracovní stoly,,,,Établis,Werkbänke,,,,,작업대,,,,,,Верстаки,Puestos de trabajo,,,,,,,
workbenches-display-category-description,,,,,,,,,,,,Nützlich zum Craften,,,,,,,,,,,,,,,,,,,
storage-display-category,Storage,,,,,贮藏,Úložiště,,,,Espaces de stockage,Lager,,,,,저장고,,,,,,Склады,Almacenamiento,,,,,,,
storage-display-category-description,,,,,,,,,,,,Lagern Ressourcen,,,,,,,,,,,,,,,,,,,
machines-display-category,Machines,,,,,机器,Stroje,,,,Machines,Maschinen,,,,,기계 장치,,,,,,Устройства,Maquinaria,,,,,,,
machines-display-category-description,,,,,,,,,,,,Verarbeiten Ressourcen,,,,,,,,,,,,,,,,,,,
turrets-display-category,Turrets,,,,,炮塔,Věže,,,,Tourelles,Gefechtstürme,,,,,포탑,,,,,,Турели,Torretas,,,,,,,
turrets-display-category-description,,,,,,,,,,,,Verteidigen deine Fabrik,,,,,,,,,,,,,,,,,,,
space-ports-display-category,Space Ports,,,,,太空港,Kosmodromy,,,,Bases spatiales,Space Ports,,,,,우주 공항,,,,,,Космодромы,Puertos espaciales,,,,,,,
space-ports-display-category-description,,,,,,,,,,,,Bedingung für Handel,,,,,,,,,,,,,,,,,,,
powerlines-display-category,Powerlines,,,,,输电线,Elektrické vedení,,,,Lignes électriques,Kabel,,,,,송전선,,,,,,Линии электропередач,Tendido eléctrico,,,,,,,
powerlines-display-category-description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decorations-display-category,Decorations,,,,,装饰,Dekorace,,,,Décorations,Dekorationen,,,,,장식,,,,,,Элементы декора,Adornos,,,,,,,
decorations-display-category-description,,,,,,,,,,,,Verschönern deine Kolonie,,,,,,,,,,,,,,,,,,,
chemical-category,Chemical,,,,,化学制品,Chemický,,,,Produit chimique,Chemisch,,,,,화학,,,,,,Химия,Químico,,,,,,,
chemical-category-description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solvent-category,Solvent,,,,,溶剂,Rozpouštědlo,,,,Solvant,Lösungsmittel,,,,,솔벤트,,,,,,Растворитель,Solvente,,,,,,,
solvent-category-description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meteor,Meteor,,,,,陨石,Meteor,,,,Météore,Meteor,,,,,운석,,,,,,Метеорит,Meteorito,,,,,,,
meteor-description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wood,Wood,,,,,木材,Dřevo,,,,Bois,Holz,,,,,목재,,,,,,Древесина,Madera,,,,,,,
wood-description,A bundle of wood harvested from trees.,,,,,一捆从树上砍下的木头。,Svazek dřeva pokáceného ze stromů.,,,,Une pile de bois obtenue en coupant des arbres.,Ein Bündel Baumholz.,,,,,나무를 베면 얻을 수 있는 목재 한 묶음입니다.,,,,,,Связка нарубленных брёвен.,Un montón de madera procedente de los árboles.,,,,,,,
crude-oil,Crude Oil,,,,,原油,Rohá ropa,,,,Pétrole brut,Rohöl,,,,,원유,,,,,,Сырая нефть,Petróleo crudo,,,,,,,
crude-oil-description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stone,Granite,,,,,花岗岩,Žula,,,,Granite,Granit,,,,,화강암,,,,,,Гранит,Granito,,,,,,,
stone-description,Pile of stones.,,,,,一堆石头。,Hromadu kamenů.,,,,Une pile de pierres.,Steine,,,,,돌 더미입니다.,,,,,,Груда камней.,Un montón de piedras.,,,,,,,
stone-block,Granite Block,,,,,花岗岩块,Žulový blok,,,,Bloc de granite,Granitblock,,,,,화강암 블록,,,,,,Гранитный блок,Bloque de granito,,,,,,,
stone-block-description,A block of granite.,,,,,一块花岗岩。,Kvádr žuly.,,,,Un bloc de granite.,Ein Block aus Granit,,,,,화강암 블록입니다.,,,,,,Блок из гранита.,Un bloque hecho de granito.,,,,,,,
coal,Coal,,,,,煤,Uhlí,,,,Charbon,Kohle,,,,,석탄,,,,,,Уголь,Carbón,,,,,,,
coal-description,A pile of coal. Can be used as fuel.,,,,,一堆煤。可以用作燃料。,Hromady uhlí. Lze použít jako palivo.,,,,Une pile de charbon. Sert de combustible.,Energie für Maschinen,,,,,석탄 더미입니다. 연료로 사용할 수 있습니다.,,,,,,Груда угля. Используется как топливо.,Un montón de carbón. Puede usarse como combustible.,,,,,,,
coke,Coke,,,,,焦炭,Kola,,,,Coke,Koks,,,,,코크스,,,,,,Кокс,Coque,,,,,,,
coke-description,More efficent as fuel than coal.,,,,,效率相较煤更高的燃料。,Úspornější palivo než uhlí.,,,,Un combustible plus efficace que le charbon.,Verarbeitete Kohle.,,,,,석탄보다 더 효율적인 연료입니다.,,,,,,"Более эффективное топливо, чем уголь.",Más eficaz que el carbón como combustible.,,,,,,,
copper-ore,Copper Ore,,,,,铜矿石,Měděná ruda,,,,Minerai de cuivre,Kupfererz,,,,,구리 광석,,,,,,Медная руда,Mineral de cobre,,,,,,,
copper-ore-description,A pile of copper ore.,,,,,一堆铜矿石。,Hromada měděné rudy.,,,,Une pile de minerai de cuivre.,Kupfer in seiner ursprünglichen Form,,,,,구리 광석 더미입니다.,,,,,,Груда медной руды.,Un montón de minerales de cobre.,,,,,,,
copper-ingot,Copper Ingot,,,,,铜锭,Meděný ingot,,,,Lingot de cuivre,Kupferbarren,,,,,구리 주괴,,,,,,Медный слиток,Lingote de cobre,,,,,,,
copper-ingot-description,Refined copper ingot. Building block for many items.,,,,,精炼过的铜锭。许多物品的基础材料。,Rafinovaný měděný ingot. Stavební blok pro mnoho předmětů.,,,,Lingot de cuivre raffiné. Bloc de construction pour divers objets.,Kupfer aus dem Ofen.,,,,,제련된 구리 주괴입니다. 다양한 물품에 필요합니다.,,,,,,Слиток из рафинированной меди. Неотъемлемый компонент множества предметов.,Lingote hecho de cobre refinado. Bloque usado para construir muchos objetos.,,,,,,,
copper-block,Copper Block,,,,,铜块,Měděný blok,,,,Bloc de cuivre,Kupferstein,,,,,구리 블록,,,,,,Медный блок,Bloque de cobre,,,,,,,
copper-block-description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copper-rods,Copper Rods,,,,,铜棒,Měděné tyče,,,,Tiges de cuivre,Runde Kupferstangen,,,,,구리 봉,,,,,,Медные прутья,Varas de cobre,,,,,,,
copper-rods-description,Rods made of copper.,,,,,铜质棒状材料。,Tyče z mědi.,,,,Tiges composées de cuivre.,Runde Stangen aus Kupfer.,,,,,구리로 만든 봉입니다.,,,,,,"Прутья, сделанные из меди.",Varas hechas de cobre.,,,,,,,
copper-plate,Copper Plate,,,,,铜板,Měděná deska,,,,Plaque de cuivre,Kupferplatte,,,,,구리 판,,,,,,Листовая медь,Placa de cobre,,,,,,,
